"Retailer";"Retailer ID";"Invoice Date";"month";"Region";"State";"City";"category";"Product";"gender";"Price per Unit";"Units Sold";"Total Sales";"Operating Profit";"Operating Margin";"Sales Method"
"Kohl's";1189833;"2021-03-16";"March";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";34;179;6086;2495;41;"Outlet"
"Kohl's";1189833;"2021-03-17";"March";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";40;140;5600;3192;57;"Outlet"
"Kohl's";1189833;"2021-03-18";"March";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";32;208;6656;1731;26;"Outlet"
"Kohl's";1189833;"2021-03-19";"March";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";24;264;6336;2788;44;"Outlet"
"Kohl's";1189833;"2021-03-20";"March";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";36;228;8208;2298;28;"Outlet"
"Kohl's";1189833;"2021-03-21";"March";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";33;221;7293;3355;46;"Outlet"
"Kohl's";1189833;"2021-03-22";"March";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";36;176;6336;2471;39;"Outlet"
"Kohl's";1189833;"2021-03-23";"March";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";36;128;4608;2719;59;"Outlet"
"Kohl's";1189833;"2021-04-06";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";33;194;6402;1472;23;"Outlet"
"Kohl's";1189833;"2021-04-07";"April";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";31;248;7688;3536;46;"Outlet"
"Kohl's";1189833;"2021-04-08";"April";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";34;210;7140;2071;29;"Outlet"
"Kohl's";1189833;"2021-04-09";"April";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";38;206;7828;3679;47;"Outlet"
"Kohl's";1189833;"2021-04-10";"April";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";31;173;5363;2038;38;"Outlet"
"Kohl's";1189833;"2021-04-11";"April";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";38;149;5662;3454;61;"Outlet"
"Kohl's";1189833;"2021-04-12";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";49;198;9702;2620;27;"Outlet"
"Kohl's";1189833;"2021-04-13";"April";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";32;240;7680;3610;47;"Outlet"
"Kohl's";1189833;"2021-04-14";"April";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";34;221;7514;2254;30;"Outlet"
"Kohl's";1189833;"2021-04-15";"April";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";36;215;7740;3483;45;"Outlet"
"Kohl's";1189833;"2021-04-16";"April";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";33;193;6369;2420;38;"Outlet"
"Kohl's";1189833;"2021-04-17";"April";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";38;140;5320;3139;59;"Outlet"
"Kohl's";1189833;"2021-04-18";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";43;206;8858;1949;22;"Outlet"
"Kohl's";1189833;"2021-04-19";"April";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";36;297;10692;4704;44;"Outlet"
"Kohl's";1189833;"2021-04-20";"April";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";35;225;7875;2363;30;"Outlet"
"Kohl's";1189833;"2021-04-21";"April";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";35;233;8155;3425;42;"Outlet"
"Kohl's";1189833;"2021-04-22";"April";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";32;194;6208;2297;37;"Outlet"
"Kohl's";1189833;"2021-04-23";"April";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";39;165;6435;3861;60;"Outlet"
"Kohl's";1189833;"2021-04-24";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";48;264;12672;2788;22;"Outlet"
"Kohl's";1189833;"2021-04-25";"April";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";30;285;8550;4019;47;"Outlet"
"Kohl's";1189833;"2021-04-26";"April";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";37;272;10064;2919;29;"Outlet"
"Kohl's";1189833;"2021-04-27";"April";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";33;240;7920;3643;46;"Outlet"
"Kohl's";1189833;"2021-04-28";"April";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";29;228;6612;2645;40;"Outlet"
"Kohl's";1189833;"2021-04-29";"April";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";38;224;8512;5107;60;"Outlet"
"Kohl's";1189833;"2021-04-30";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";51;224;11424;2628;23;"Outlet"
"Kohl's";1189833;"2021-05-01";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";36;306;11016;4957;45;"Outlet"
"Kohl's";1189833;"2021-05-02";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";41;264;10824;3355;31;"Outlet"
"Kohl's";1189833;"2021-05-03";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";34;232;7888;3471;44;"Outlet"
"Kohl's";1189833;"2021-05-04";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";36;223;8028;3051;38;"Outlet"
"Kohl's";1189833;"2021-05-05";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";43;230;9890;6132;62;"Outlet"
"Kohl's";1189833;"2021-05-06";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";46;208;9568;2201;23;"Outlet"
"Kohl's";1189833;"2021-05-07";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";38;289;10982;5052;46;"Outlet"
"Kohl's";1189833;"2021-05-08";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";39;264;10296;2780;27;"Outlet"
"Kohl's";1189833;"2021-05-09";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";38;210;7980;3591;45;"Outlet"
"Kohl's";1189833;"2021-05-10";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";39;195;7605;3042;40;"Outlet"
"Kohl's";1189833;"2021-05-11";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";44;195;8580;5320;62;"Outlet"
"Kohl's";1189833;"2021-05-12";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";49;210;10290;2264;22;"Outlet"
"Kohl's";1189833;"2021-05-13";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";36;256;9216;4332;47;"Outlet"
"Kohl's";1189833;"2021-05-14";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";43;264;11352;3406;30;"Outlet"
"Kohl's";1189833;"2021-05-15";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";33;208;6864;2883;42;"Outlet"
"Kohl's";1189833;"2021-05-16";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";33;213;7029;2952;42;"Outlet"
"Kohl's";1189833;"2021-05-17";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";46;210;9660;5989;62;"Outlet"
"Kohl's";1189833;"2021-05-18";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";46;208;9568;2296;24;"Outlet"
"Kohl's";1189833;"2021-05-19";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";40;272;10880;5005;46;"Outlet"
"Kohl's";1189833;"2021-05-20";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";42;264;11088;3326;30;"Outlet"
"Kohl's";1189833;"2021-05-21";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";35;223;7805;3590;46;"Outlet"
"Kohl's";1189833;"2021-05-22";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";33;221;7293;3063;42;"Outlet"
"Kohl's";1189833;"2021-05-23";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";46;204;9384;5349;57;"Outlet"
"Kohl's";1189833;"2021-05-24";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";49;238;11662;2799;24;"Outlet"
"Kohl's";1189833;"2021-05-25";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";39;315;12285;5651;46;"Outlet"
"Kohl's";1189833;"2021-05-26";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";42;288;12096;3387;28;"Outlet"
"Kohl's";1189833;"2021-05-27";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";39;231;9009;4144;46;"Outlet"
"Kohl's";1189833;"2021-05-28";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";35;224;7840;3136;40;"Outlet"
"Kohl's";1189833;"2021-05-29";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";43;219;9417;5839;62;"Outlet"
"Kohl's";1189833;"2021-05-30";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";44;232;10208;2552;25;"Outlet"
"Foot Locker";1185732;"2021-05-31";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";36;147;5292;2381;45;"Outlet"
"Foot Locker";1185732;"2021-06-01";"June";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";31;91;2821;1157;41;"Outlet"
"Foot Locker";1185732;"2021-06-02";"June";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";24;94;2256;880;39;"Outlet"
"Foot Locker";1185732;"2021-06-03";"June";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";27;41;1107;509;46;"Outlet"
"Sports Direct";1197831;"2021-08-15";"August";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";26;113;2938;793;27;"Outlet"
"Sports Direct";1197831;"2021-08-16";"August";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";24;163;3912;1878;48;"Outlet"
"Sports Direct";1197831;"2021-08-17";"August";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";19;230;4370;1398;32;"Outlet"
"Sports Direct";1197831;"2021-08-18";"August";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";23;215;4945;1780;36;"Outlet"
"Sports Direct";1197831;"2021-08-19";"August";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";27;143;3861;1351;35;"Outlet"
"Sports Direct";1197831;"2021-08-20";"August";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";28;136;3808;1714;45;"Outlet"
"Sports Direct";1197831;"2021-08-21";"August";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";26;93;2418;774;32;"Outlet"
"Sports Direct";1197831;"2021-08-22";"August";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";26;155;4030;2055;51;"Outlet"
"Sports Direct";1197831;"2021-08-23";"August";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";21;203;4263;1663;39;"Outlet"
"Sports Direct";1197831;"2021-08-24";"August";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";31;236;7316;2926;40;"Outlet"
"Sports Direct";1197831;"2021-08-25";"August";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";20;155;3100;1178;38;"Outlet"
"Sports Direct";1197831;"2021-08-26";"August";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";26;140;3640;1711;47;"Outlet"
"Sports Direct";1197831;"2021-08-27";"August";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";29;96;2784;1030;37;"Outlet"
"Sports Direct";1197831;"2021-08-28";"August";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";27;153;4131;2231;54;"Outlet"
"Sports Direct";1197831;"2021-08-29";"August";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";13;231;3003;1201;40;"Outlet"
"Sports Direct";1197831;"2021-08-30";"August";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";21;210;4410;1764;40;"Outlet"
"Sports Direct";1197831;"2021-08-31";"August";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";20;179;3580;1396;39;"Outlet"
"Sports Direct";1197831;"2021-09-01";"September";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";20;149;2980;1460;49;"Outlet"
"Sports Direct";1197831;"2021-09-02";"September";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";26;107;2782;1002;36;"Outlet"
"Sports Direct";1197831;"2021-09-03";"September";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";22;210;4620;2633;57;"Outlet"
"Sports Direct";1197831;"2021-09-04";"September";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";13;233;3029;1151;38;"Outlet"
"Sports Direct";1197831;"2021-09-05";"September";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";22;248;5456;2292;42;"Outlet"
"Sports Direct";1197831;"2021-09-06";"September";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";19;200;3800;1520;40;"Outlet"
"Sports Direct";1197831;"2021-09-07";"September";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";27;182;4914;2408;49;"Outlet"
"Sports Direct";1197831;"2021-09-08";"September";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";38;153;5814;2093;36;"Outlet"
"Sports Direct";1197831;"2021-09-09";"September";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";34;264;8976;4668;52;"Outlet"
"Sports Direct";1197831;"2021-09-10";"September";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";30;256;7680;2842;37;"Outlet"
"Sports Direct";1197831;"2021-09-11";"September";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";40;280;11200;4592;41;"Outlet"
"Sports Direct";1197831;"2021-09-12";"September";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";30;215;6450;2516;39;"Outlet"
"Sports Direct";1197831;"2021-09-13";"September";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";29;192;5568;2728;49;"Outlet"
"Sports Direct";1197831;"2021-09-14";"September";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";40;150;6000;2220;37;"Outlet"
"Sports Direct";1197831;"2021-09-15";"September";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";42;280;11760;6468;55;"Outlet"
"Sports Direct";1197831;"2021-09-16";"September";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";34;256;8704;3656;42;"Outlet"
"Sports Direct";1197831;"2021-09-17";"September";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";34;264;8976;3770;42;"Outlet"
"Sports Direct";1197831;"2021-09-18";"September";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";33;322;10626;4463;42;"Outlet"
"Sports Direct";1197831;"2021-09-19";"September";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";32;201;6432;3538;55;"Outlet"
"Sports Direct";1197831;"2021-09-20";"September";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";39;184;7176;2727;38;"Outlet"
"Sports Direct";1197831;"2021-09-21";"September";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";47;272;12784;7287;57;"Outlet"
"Sports Direct";1197831;"2021-09-22";"September";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";34;248;8432;3626;43;"Outlet"
"Sports Direct";1197831;"2021-09-23";"September";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";43;256;11008;5064;46;"Outlet"
"Sports Direct";1197831;"2021-09-24";"September";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";35;332;11620;5461;47;"Outlet"
"Sports Direct";1197831;"2021-09-25";"September";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";38;158;6004;3242;54;"Outlet"
"Sports Direct";1197831;"2021-09-26";"September";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";43;158;6794;2786;41;"Outlet"
"Sports Direct";1197831;"2021-09-27";"September";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";43;240;10320;6192;60;"Outlet"
"Sports Direct";1197831;"2021-09-28";"September";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";38;232;8816;4055;46;"Outlet"
"Sports Direct";1197831;"2021-09-29";"September";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";38;203;7714;3626;47;"Outlet"
"Sports Direct";1197831;"2021-09-30";"September";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";47;254;11938;5372;45;"Outlet"
"Sports Direct";1197831;"2021-10-01";"October";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";41;135;5535;3044;55;"Outlet"
"Sports Direct";1197831;"2021-10-02";"October";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";37;149;5513;2205;40;"Outlet"
"Sports Direct";1197831;"2021-10-03";"October";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";33;236;7788;4595;59;"Outlet"
"Sports Direct";1197831;"2021-10-04";"October";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";30;213;6390;2812;44;"Outlet"
"Sports Direct";1197831;"2021-10-05";"October";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";29;219;6351;2985;47;"Outlet"
"Sports Direct";1197831;"2021-10-06";"October";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";32;190;6080;2675;44;"Outlet"
"Sports Direct";1197831;"2021-10-07";"October";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";30;145;4350;2349;54;"Outlet"
"Sports Direct";1197831;"2021-10-08";"October";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";30;128;3840;1536;40;"Outlet"
"Sports Direct";1197831;"2021-10-09";"October";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";39;190;7410;4298;58;"Outlet"
"Sports Direct";1197831;"2021-10-10";"October";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";31;225;6975;2999;43;"Outlet"
"Sports Direct";1197831;"2021-10-11";"October";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";27;218;5886;2649;45;"Outlet"
"Sports Direct";1197831;"2021-10-12";"October";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";51;228;11628;5116;44;"Outlet"
"Sports Direct";1197831;"2021-10-13";"October";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";50;160;8000;4160;52;"Outlet"
"Sports Direct";1197831;"2021-10-14";"October";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";46;162;7452;2906;39;"Outlet"
"Sports Direct";1197831;"2021-10-15";"October";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";51;236;12036;7342;61;"Outlet"
"Sports Direct";1197831;"2021-10-16";"October";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";46;281;12926;6075;47;"Outlet"
"Sports Direct";1197831;"2021-10-17";"October";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";39;248;9672;4062;42;"Outlet"
"Sports Direct";1197831;"2021-10-18";"October";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";46;239;10994;4837;44;"Outlet"
"Sports Direct";1197831;"2021-10-19";"October";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";44;190;8360;4682;56;"Outlet"
"Sports Direct";1197831;"2021-10-20";"October";"South";"Texas";"Dallas";"apparel";"Men's Apparel";"male";47;168;7896;2922;37;"Outlet"
"Sports Direct";1197831;"2021-10-21";"October";"South";"Texas";"Dallas";"apparel";"Women's Apparel";"female";54;256;13824;8294;60;"Outlet"
"Foot Locker";1185732;"2021-10-22";"October";"South";"Texas";"Dallas";"footwear";"Men's Street Footwear";"male";34;128;4352;2698;62;"Outlet"
"Foot Locker";1185732;"2021-10-23";"October";"South";"Texas";"Dallas";"footwear";"Men's Athletic Footwear";"male";34;68;2312;902;39;"Outlet"
"Foot Locker";1185732;"2021-10-24";"October";"South";"Texas";"Dallas";"footwear";"Women's Street Footwear";"female";28;72;2016;847;42;"Outlet"
"Foot Locker";1185732;"2021-10-25";"October";"South";"Texas";"Dallas";"footwear";"Women's Athletic Footwear";"female";28;23;644;277;43;"Outlet"
"Foot Locker";1185732;"2021-10-26";"October";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";42;41;1722;706;41;"Outlet"
"Foot Locker";1185732;"2021-10-27";"October";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";32;70;2240;762;34;"Outlet"
"Foot Locker";1185732;"2021-10-28";"October";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";32;166;5312;3187;60;"Outlet"
"Foot Locker";1185732;"2021-10-29";"October";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";32;44;1408;563;40;"Outlet"
"Foot Locker";1185732;"2021-10-30";"October";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";25;54;1350;608;45;"Outlet"
"Foot Locker";1185732;"2021-10-31";"October";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";28;17;476;200;42;"Outlet"
"Foot Locker";1185732;"2021-11-01";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";39;40;1560;577;37;"Outlet"
"Foot Locker";1185732;"2021-11-02";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";30;74;2220;777;35;"Outlet"
"Foot Locker";1185732;"2021-11-03";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";39;156;6084;3529;58;"Outlet"
"Foot Locker";1185732;"2021-11-04";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";33;53;1749;647;37;"Outlet"
"Foot Locker";1185732;"2021-11-05";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";29;58;1682;757;45;"Outlet"
"Foot Locker";1185732;"2021-11-06";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";32;8;256;113;44;"Outlet"
"Foot Locker";1185732;"2021-11-07";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";41;24;984;335;34;"Outlet"
"Foot Locker";1185732;"2021-11-08";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";38;61;2318;719;31;"Outlet"
"Foot Locker";1185732;"2021-11-09";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";35;140;4900;2793;57;"Outlet"
"Foot Locker";1185732;"2021-11-10";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";37;51;1887;604;32;"Outlet"
"Foot Locker";1185732;"2021-11-11";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";27;51;1377;578;42;"Outlet"
"Foot Locker";1185732;"2021-11-12";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";36;24;864;328;38;"Outlet"
"Foot Locker";1185732;"2021-11-13";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";45;26;1170;433;37;"Outlet"
"Foot Locker";1185732;"2021-11-14";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";39;64;2496;674;27;"Outlet"
"Foot Locker";1185732;"2021-11-15";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";44;150;6600;3432;52;"Outlet"
"Foot Locker";1185732;"2021-11-16";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";40;54;2160;713;33;"Outlet"
"Foot Locker";1185732;"2021-11-17";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";38;53;2014;745;37;"Outlet"
"Foot Locker";1185732;"2021-11-18";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";42;34;1428;571;40;"Outlet"
"Foot Locker";1185732;"2021-11-19";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";51;39;1989;736;37;"Outlet"
"Foot Locker";1185732;"2021-11-20";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";51;78;3978;1472;37;"Outlet"
"Foot Locker";1185732;"2021-11-21";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";49;170;8330;4748;57;"Outlet"
"Foot Locker";1185732;"2021-11-22";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";41;85;3485;1359;39;"Outlet"
"Foot Locker";1185732;"2021-11-23";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";42;54;2268;975;43;"Outlet"
"Foot Locker";1185732;"2021-11-24";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";43;53;2279;1071;47;"Outlet"
"Foot Locker";1185732;"2021-11-25";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";43;48;2064;867;42;"Outlet"
"Foot Locker";1185732;"2021-11-26";"November";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";52;105;5460;1911;35;"Outlet"
"Foot Locker";1185732;"2021-11-27";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";49;175;8575;4888;57;"Outlet"
"Foot Locker";1185732;"2021-11-28";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";45;99;4455;1737;39;"Outlet"
"Foot Locker";1185732;"2021-11-29";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";43;72;3096;1331;43;"Outlet"
"Foot Locker";1185732;"2021-11-30";"November";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";39;56;2184;1026;47;"Outlet"
"Foot Locker";1185732;"2021-12-01";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Men's Apparel";"male";50;64;3200;1280;40;"Outlet"
"Foot Locker";1185732;"2021-12-02";"December";"Northeast";"Pennsylvania";"Philadelphia";"apparel";"Women's Apparel";"female";50;116;5800;2088;36;"Outlet"
"Foot Locker";1185732;"2021-12-03";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Street Footwear";"male";51;179;9129;5295;58;"Outlet"
"Foot Locker";1185732;"2021-12-04";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Men's Athletic Footwear";"male";44;102;4488;1885;42;"Outlet"
"Foot Locker";1185732;"2021-12-05";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Street Footwear";"female";38;79;3002;1411;47;"Outlet"
"Foot Locker";1185732;"2021-12-06";"December";"Northeast";"Pennsylvania";"Philadelphia";"footwear";"Women's Athletic Footwear";"female";43;62;2666;1226;46;"Outlet"
